filename,runtime_seconds,count
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001.cnf,720.090132035,TIMED OUT
ldomino-24-winA-true-after.qcnf.cnf,4.459269862,ERROR_NO_COUNT
arbiter-09-comp-error01-qbf-hardness-depth-15.cnf,720.010513448,TIMED OUT
5-5-5-5-3-53-EuAu.cnf,.850157217,ERROR_NO_COUNT
sortnetsort9.AE.stepl.012.cnf,720.014318746,TIMED OUT
query71_query36_1344n.cnf,720.272973175,TIMED OUT
L1-telatko0.cnf,43.016051593,ERROR_NO_COUNT
cmu.gigamax.B-d4.cnf,3.183144150,ERROR_NO_COUNT
arbiter-05-comp-error01-qbf-hardness-depth-8.cnf,720.078701638,TIMED OUT
Adder2-16-c.cnf,720.046712095,TIMED OUT
5-5-6-6-3-17-EuAu.cnf,1.144980152,ERROR_NO_COUNT
b22_C_2_12.cnf,29.800997574,ERROR_NO_COUNT
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001.cnf,720.063458506,TIMED OUT
eequery_query42_1344.cnf,720.255905352,TIMED OUT
ldomino-18-winB-false-after.qcnf.cnf,1.557320709,ERROR_NO_COUNT
5-5-4-4-3-2-EdAu.cnf,.554125723,ERROR_NO_COUNT
ldomino-24-winB-false-after.qcnf.cnf,83.420224016,ERROR_NO_COUNT
5-5-5-9-3-79-EuAu.cnf,1.019412626,ERROR_NO_COUNT
hein_18_7x7-13.pg.cnf,78.373267970,ERROR_NO_COUNT
mult_bool_matrix_dyn_9_5.sat.cnf,1.008954941,ERROR_NO_COUNT
p20-1.pddl_planlen=48.cnf,5.002983866,ERROR_NO_COUNT
ldomino-20-winA-true-after.qcnf.cnf,1.930083940,ERROR_NO_COUNT
sat18_problem03_length_3.cnf,90.407911853,ERROR_NO_COUNT
query71_query31_1344n.cnf,720.267677069,TIMED OUT
